K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
219055_at	306.55	729.0	198.5	178.275	13951.5	102.3	300.4	93.8	103.0	254.3
219056_at	306.55	729.0	174.8	178.275	13951.5	329.15	300.4	93.8	103.0	215.8
219057_at	306.55	729.0	332.5	178.275	13951.5	329.15	300.4	93.8	103.0	146.15
219058_x_at	319.75	729.0	105.4	178.275	13951.5	329.15	300.4	842.65	103.0	146.15
219059_s_at	319.75	729.0	105.4	232.5	13951.5	329.15	300.4	842.65	80.5	146.15
219060_at	319.75	729.0	105.4	124.8	162.4	329.15	300.4	842.65	80.5	146.15
219061_s_at	319.75	222.4	105.4	210.3	162.4	329.15	253.65	842.65	80.5	146.15
219062_s_at	319.75	222.4	105.4	196.5	162.4	329.15	253.65	842.65	80.5	801.65
219063_at	319.75	222.4	105.4	266.3	162.4	329.15	253.65	842.65	80.5	801.65
219064_at	319.75	222.4	152.3	536.0	194.8	7841.65	253.65	842.65	80.5	801.65
219065_s_at	73.025	213.8	437.3	536.0	250.5	194.55	253.65	101.75	405.3	801.65
219066_at	73.025	101.3	140.5	536.0	90.3	194.55	1067.75	101.75	84.75	801.65
219067_s_at	73.025	209.8	267.5	536.0	90.3	194.55	1067.75	101.75	84.75	801.65
219068_x_at	73.025	148.5	263.3	536.0	418.65	194.55	1067.75	101.75	84.75	801.65
219069_at	73.025	337.5	518.5	536.0	418.65	194.55	1067.75	101.75	84.75	801.65
219070_s_at	73.025	165.0	267.0	536.0	418.65	194.55	1067.75	101.75	256.0	801.65
219071_x_at	73.025	243.5	391.8	150.55	418.65	194.55	1067.75	101.75	87.65	132.5
219072_at	266.5	255.5	1035.4	150.55	418.65	194.55	1067.75	101.75	87.65	132.5
219073_s_at	344.0	169.5	104.4	150.55	477.3	194.55	1619.0500000000002	101.75	87.65	132.5
219074_at	112.0	101.5	104.4	150.55	174.8	194.55	7618.799999999999	139.5	87.65	132.5
219075_at	118.3	271.3	104.4	150.55	123.30000000000001	90.5	417.55	139.5	162.0	1064.4
219076_s_at	195.3	271.3	549.45	150.55	123.30000000000001	90.5	417.55	219.8	228.8	298.5
219077_s_at	120.8	271.3	549.45	1202.65	123.30000000000001	90.5	417.55	182.3	192.0	239.3
219078_at	130.0	271.3	549.45	1202.65	123.30000000000001	90.5	417.55	174.8	87.8	226.0
219079_at	162.5	271.3	1233.15	1202.65	123.30000000000001	90.5	417.55	94.725	87.8	399.8
219080_s_at	117.8	271.3	255.9	1202.65	123.30000000000001	90.5	417.55	94.725	87.8	218.5
219081_at	168.5	271.3	255.9	1202.65	123.30000000000001	90.5	417.55	94.725	87.8	399.3
219082_at	114.3	271.3	255.9	91.3	547.75	90.5	134.3	94.725	87.8	86.9
219083_at	85.9	96.5	255.9	91.3	547.75	90.5	173.0	94.725	2705.65	86.9
219084_at	85.9	96.5	255.9	91.3	547.75	152.0	200.0	94.725	318.8	86.9
219085_s_at	85.9	96.5	255.9	91.3	185.8	130.0	168.3	159.65	318.8	86.9
219086_at	85.9	96.5	255.9	91.3	250.3	174.5	168.3	159.65	318.8	591.75
219087_at	85.9	96.5	255.9	91.3	73.0	92.8	168.3	159.65	318.8	591.75
219088_s_at	85.9	96.5	134.0	91.3	73.0	124.0	168.3	159.65	318.8	591.75
219089_s_at	85.9	96.5	294.0	233.25	73.0	222.8	168.3	159.65	318.8	591.75
219090_at	85.9	90.5	119.5	258.05	73.0	76.25	168.3	159.65	318.8	591.75
219091_s_at	85.9	90.5	1125.8	258.05	73.0	76.25	132.8	159.65	5569.25	591.75
219092_s_at	82.8	90.5	513.9	258.05	461.25	76.25	132.8	1104.65	95.25	591.75
219093_at	82.8	90.5	513.9	258.05	461.25	76.25	132.8	1104.65	95.25	591.75
219094_at	82.8	90.5	513.9	258.05	461.25	76.25	132.8	1104.65	95.25	122.9
219095_at	82.8	90.5	513.9	258.05	461.25	76.25	132.8	1104.65	1366.05	122.9
219096_at	82.8	135.0	513.9	258.05	461.25	3021.15	132.8	1104.65	128.4	122.9
219097_x_at	82.8	218.3	513.9	318.3	461.25	110.15	132.8	1104.65	128.4	122.9
219098_at	82.8	170.8	259.4	318.3	461.25	110.15	132.8	1104.65	128.4	122.9
219099_at	74.8	87.5	259.4	318.3	145.8	110.15	132.8	1386.4	88.4	122.9
219100_at	74.8	87.5	259.4	318.3	99.5	110.15	179.3	1386.4	88.4	122.9
219101_x_at	74.8	87.5	259.4	318.3	99.5	110.15	601.15	1386.4	88.4	122.9
219102_at	74.8	87.5	259.4	318.3	99.5	110.15	601.15	1386.4	88.4	122.9
219103_at	74.8	314.15	259.4	175.65	99.5	110.15	601.15	1386.4	88.4	122.9
219104_at	74.8	314.15	86.15	175.65	80.5	110.15	601.15	1386.4	75.0	85.65
219105_x_at	74.8	314.15	86.15	175.65	80.5	110.15	601.15	1386.4	75.0	85.65
219106_s_at	74.8	314.15	86.15	175.65	80.5	149.22500000000002	601.15	65.0	75.0	85.65
219107_at	74.8	314.15	86.15	150.4	80.5	149.22500000000002	601.15	263.3	84.75	593.05
219108_x_at	80.3	314.15	86.15	150.4	1175.4	149.22500000000002	601.15	763.0	84.75	593.05
219109_at	80.3	314.15	89.3	150.4	142.5	149.22500000000002	601.15	763.0	84.75	593.05
219110_at	80.3	314.15	103.65	150.4	142.5	149.22500000000002	601.15	763.0	84.75	593.05
219111_s_at	80.3	314.15	103.65	150.4	142.5	149.22500000000002	601.15	763.0	84.75	593.05
219112_at	80.3	314.15	103.65	150.4	142.5	149.22500000000002	307.5	64.15	99.3	621.05
219113_x_at	80.3	853.475	103.65	150.4	142.5	149.22500000000002	209.0	93.3	306.15	621.05
219114_at	80.3	853.475	106.5	150.4	326.5	149.22500000000002	271.3	93.3	306.15	621.05
219115_s_at	82.8	853.475	106.5	150.4	83.3	149.22500000000002	99.8	93.3	306.15	621.05
219116_s_at	82.8	2017.5	106.5	97.0	83.3	182.5	163.0	93.3	306.15	621.05
219117_s_at	82.8	293.3	106.5	97.0	114.575	194.0	594.65	93.3	306.15	621.05
219118_at	82.8	293.3	562.3	97.0	114.575	112.5	594.65	93.3	77.05	621.05
219119_at	82.8	293.3	562.3	130.75	114.575	191.3	594.65	93.3	256.65	621.05
219120_at	82.8	123.0	81.9	130.75	1125.8	124.5	594.65	93.3	256.65	621.05
219121_s_at	85.9	121.0	81.9	130.75	1125.8	141.8	594.65	93.3	256.65	1366.05
219122_s_at	85.9	508.54999999999995	81.9	130.75	1125.8	160.3	594.65	93.3	256.65	97.0
219123_at	85.9	508.54999999999995	81.9	130.75	1125.8	100.4	594.65	95.25	249.65	97.0
219124_at	85.9	508.54999999999995	81.9	130.75	1125.8	100.4	594.65	95.25	249.65	97.0
219125_s_at	712.5	508.54999999999995	1386.4	394.65	1125.8	100.4	594.65	95.25	249.65	97.0
219126_at	712.5	508.54999999999995	1386.4	394.65	1125.8	100.4	594.65	95.25	249.65	97.0
219127_at	712.5	123.3	1386.4	394.65	1125.8	100.4	594.65	95.25	1004.05	97.0
219128_at	712.5	155.8	1386.4	394.65	235.55	100.4	778.8	176.75	1004.05	360.25
219129_s_at	712.5	1386.4	1386.4	88.9	235.55	100.4	778.8	176.75	1004.05	360.25
219130_at	712.5	1386.4	92.05	88.9	235.55	100.4	778.8	226.5	1004.05	360.25
219131_at	712.5	1386.4	92.05	88.9	235.55	100.4	778.8	202.8	1004.05	360.25
219132_at	712.5	1386.4	853.475	575.55	235.55	92.4	778.8	214.5	1004.05	360.25
219133_at	712.5	1386.4	853.475	575.55	235.55	92.4	1515.9	172.3	1004.05	360.25
219134_at	712.5	1386.4	853.475	575.55	84.75	92.4	1515.9	72.3	1004.05	372.15
219135_s_at	712.5	1386.4	853.475	575.55	84.75	92.4	1515.9	645.5	1004.05	372.15
219136_s_at	127.3	1386.4	130.8	575.55	84.75	92.4	1515.9	645.5	1004.05	372.15
219137_s_at	854.65	1386.4	242.5	1560.9	252.65	92.4	1515.9	70.15	561.4	372.15
219138_at	854.65	1386.4	510.75	1560.9	252.65	92.4	1515.9	70.15	561.4	372.15
219139_s_at	854.65	109.0	510.75	1560.9	252.65	92.4	1515.9	88.9	561.4	372.15
219140_s_at	854.65	72.3	510.75	1560.9	112.3	92.4	1515.9	88.9	561.4	372.15
219141_s_at	854.65	152.3	510.75	1560.9	214.25	197.0	1515.9	88.9	561.4	372.15
219142_at	854.65	131.8	510.75	1560.9	214.25	187.3	1515.9	88.9	165.9	372.15
219143_s_at	854.65	93.8	78.4	181.9	214.25	114.3	1515.9	88.9	165.9	97.9
219144_at	854.65	275.55	78.4	181.9	596.25	139.8	1515.9	88.9	165.9	97.9
219145_at	854.65	275.55	78.4	181.9	596.25	115.8	68.65	88.9	165.9	97.9
219146_at	854.65	275.55	141.3	181.9	596.25	121.5	68.65	133.0	84.15	97.9
219147_s_at	104.3	275.55	111.65	181.9	596.25	167.5	68.65	148.3	84.15	97.9
219148_at	90.15	275.55	111.65	181.9	596.25	71.0	68.65	72.0	84.15	97.9
219149_x_at	90.15	275.55	95.8	181.9	596.25	93.8	68.65	81.4	84.15	85.9
219150_s_at	90.15	572.25	85.65	356.025	226.8	149.3	68.65	81.4	84.15	85.9
219151_s_at	90.15	572.25	85.65	356.025	94.0	169.5	105.4	518.9	107.15	85.9
219152_at	90.15	572.25	85.65	356.025	94.0	643.15	105.4	518.9	107.15	85.9
219153_s_at	90.15	8136.65	85.65	356.025	94.0	643.15	105.4	518.9	107.15	85.9
219154_at	90.15	249.65	176.75	356.025	94.0	643.15	170.25	518.9	107.15	85.9
219155_at	90.15	249.65	176.75	356.025	94.0	643.15	170.25	518.9	107.15	85.9
219156_at	90.15	249.65	176.75	356.025	94.0	643.15	170.25	93.15	76.55	84.25
219157_at	90.15	249.65	176.75	356.025	94.0	643.15	170.25	93.15	76.55	84.25
219158_s_at	157.0	249.65	176.75	126.9	167.5	643.15	170.25	93.15	96.8	84.25
219159_s_at	97.0	86.1	165.4	126.9	137.8	643.15	170.25	93.15	96.8	190.0
219160_s_at	100.3	86.1	165.4	126.9	132.3	643.15	291.65	93.15	96.8	190.0
219161_s_at	163.3	86.1	165.4	126.9	86.4	643.15	291.65	7237.049999999999	96.8	190.0
219162_s_at	213.5	86.1	312.8	696.4	86.4	259.0	291.65	316.5	96.8	190.0
219163_at	185.0	86.1	252.8	696.4	86.4	165.3	291.65	216.5	111.9	190.0
219164_s_at	92.5	86.1	113.5	696.4	86.4	103.3	291.65	125.3	111.9	190.0
219165_at	132.5	86.1	616.15	696.4	86.4	195.3	291.65	229.0	111.9	190.0
219166_at	82.5	86.1	616.15	696.4	86.4	81.0	291.65	90.15	9100.15	229.05
219167_at	134.3	86.1	616.15	696.4	190.0	135.5	291.65	1067.75	740.3	229.05
219168_s_at	123.8	86.1	616.15	696.4	169.3	132.3	886.3	83.3	740.3	229.05
219169_s_at	102.65	106.9	616.15	696.4	194.3	174.8	886.3	83.3	740.3	229.05
219170_at	102.65	106.9	616.15	306.55	237.0	169.3	886.3	83.3	76.55	229.05
219171_s_at	102.65	106.9	108.05	306.55	122.3	100.9	886.3	83.3	76.55	229.05
219172_at	102.65	106.9	96.15	306.55	140.3	100.9	886.3	83.3	97.75	94.4
219173_at	102.65	106.9	96.15	306.55	455.3	100.9	886.3	255.4	97.75	94.4
219174_at	102.65	106.9	96.15	306.55	87.8	100.9	201.0	255.4	97.75	94.4
219175_s_at	102.65	106.9	105.8	282.8	86.4	100.9	201.0	255.4	97.75	1999.65
219176_at	102.65	106.9	105.8	177.3	86.4	131.3	201.0	255.4	97.75	120.15
219177_at	97.3	94.9	105.8	96.3	467.9	83.8	201.0	255.4	97.75	120.15
219178_at	300.5	94.9	1554.8	134.3	467.9	151.8	201.0	108.25	97.75	120.15
219179_at	300.5	94.9	325.9	150.5	467.9	123.15	87.8	108.25	110.65	80.3
219180_s_at	300.5	94.9	325.9	80.3	467.9	123.15	87.8	108.25	110.65	80.3
219181_at	300.5	94.9	325.9	80.3	467.9	123.15	87.8	108.25	110.65	80.3
219182_at	300.5	94.9	81.15	80.3	164.8	123.15	87.8	158.3	110.65	80.3
219183_s_at	300.5	94.9	81.15	80.3	1260.525	294.65	87.8	574.5	110.65	80.3
219184_x_at	261.5	182.55	81.15	549.75	295.3	294.65	87.8	231.8	85.15	80.3
219185_at	261.5	182.55	81.15	549.75	229.5	294.65	89.9	665.15	85.15	80.3
219186_at	261.5	182.55	81.15	549.75	299.3	294.65	89.9	665.15	85.15	80.3
219187_at	261.5	182.55	81.15	549.75	562.65	294.65	89.9	665.15	85.15	450.9
219188_s_at	261.5	182.55	81.15	549.75	562.65	215.4	89.9	155.15	163.8	450.9
219189_at	261.5	182.55	86.15	549.75	562.65	215.4	575.05	155.15	76.4	450.9
219190_s_at	261.5	182.55	86.15	549.75	562.65	215.4	575.05	155.15	81.15	450.9
219191_s_at	261.5	182.55	86.15	549.75	383.8	215.4	575.05	155.15	81.15	450.9
219192_at	261.5	182.55	86.15	549.75	210.0	215.4	575.05	155.15	81.15	450.9
219193_at	261.5	182.55	86.15	251.8	262.3	215.4	575.05	155.15	81.15	450.9
219194_at	261.5	182.55	86.15	241.5	284.3	215.4	575.05	603.35	81.15	450.9
219195_at	103.0	332.15	86.15	105.0	107.0	215.4	575.05	603.35	81.15	325.5
219196_at	103.0	332.15	1104.65	72.65	79.5	215.4	132.8	603.35	84.15	325.5
219197_s_at	103.0	332.15	1104.65	72.65	190.0	89.75	132.8	603.35	84.15	325.5
219198_at	103.0	332.15	1104.65	72.65	182.4	89.75	132.8	603.35	84.15	325.5
219199_at	103.0	332.15	122.3	72.65	182.4	89.75	132.5	603.35	135.3	325.5
219200_at	103.0	249.65	113.8	72.65	182.4	89.75	128.5	603.35	71.9	75.4
219201_s_at	255.25	249.65	106.0	102.65	90.15	89.75	97.0	603.35	71.9	75.4
219202_at	255.25	249.65	598.5	102.65	90.15	89.75	576.8	603.35	71.9	75.4
219203_at	255.25	249.65	218.0	102.65	90.15	592.15	95.25	95.25	71.9	75.4
219204_s_at	255.25	249.65	218.0	102.65	133.5	592.15	95.25	95.25	71.9	75.4
219205_at	255.25	249.65	218.0	102.65	265.8	592.15	95.25	95.25	178.8	75.4
219206_x_at	255.25	249.65	218.0	102.65	324.3	592.15	95.25	457.3	97.55	75.4
219207_at	255.25	249.65	218.0	945.9	213.5	460.25	95.25	164.8	97.55	87.65
219208_at	268.5	249.65	218.0	945.9	84.3	460.25	95.25	839.15	97.55	87.65
219209_at	268.5	108.0	136.5	945.9	91.55	460.25	89.25	839.15	96.9	87.65
219210_s_at	268.5	122.3	212.3	945.9	91.55	460.25	89.25	839.15	96.9	87.65
219211_at	268.5	82.8	151.0	945.9	83.8	460.25	89.25	839.15	96.9	101.25
219212_at	268.5	187.3	447.65	945.9	83.8	64.15	89.25	839.15	96.9	101.25
219213_at	268.5	116.3	447.65	945.9	83.8	157.0	89.25	839.15	453.25	101.25
219214_s_at	268.5	192.8	447.65	945.9	83.8	263.3	93.4	839.15	453.25	101.25
219215_s_at	268.5	140.0	447.65	945.9	83.8	145.5	93.4	839.15	453.25	837.9
219216_at	268.5	297.9	447.65	945.9	83.8	77.0	93.4	839.15	453.25	837.9
219217_at	268.5	297.9	447.65	945.9	83.8	162.3	93.4	839.15	4963.05	837.9
219218_at	92.65	297.9	447.65	945.9	83.8	149.3	592.4	7841.65	193.5	837.9
219219_at	92.65	297.9	82.8	1174.15	83.8	141.5	592.4	513.9	193.5	337.8
219220_x_at	92.65	297.9	82.8	199.15	91.75	226.5	592.4	513.9	193.5	340.8
219221_at	92.65	297.9	82.8	199.15	91.75	172.3	592.4	513.9	193.5	269.5
219222_at	92.65	297.9	82.8	199.15	524.3	81.9	86.15	513.9	193.5	274.8
219223_at	1189.55	297.9	82.8	199.15	524.3	81.9	86.15	77.25	193.5	133.0
219224_x_at	250.5	213.0	64.15	4166.4	375.5	81.9	86.15	77.25	2183.9	133.0
219225_at	250.5	94.0	111.8	148.3	158.0	81.9	77.4	101.25	256.25	133.0
219226_at	250.5	118.3	192.0	6724.75	314.3	83.3	77.4	101.25	256.25	133.0
219227_at	250.5	102.5	134.3	194.8	217.8	83.3	77.4	179.0	256.25	133.0
219228_at	250.5	230.3	507.0	383.3	454.5	83.3	487.8	482.3	256.25	133.0
219229_at	280.15	83.5	224.25	115.5	342.25	83.3	148.8	113.0	256.25	133.0
219230_at	280.15	69.5	224.25	97.5	342.25	428.475	89.8	102.0	256.25	133.0
219231_at	280.15	116.5	224.25	207.5	342.25	428.475	172.3	199.05	256.25	133.0
219232_s_at	280.15	69.9	100.55	1798.15	342.25	428.475	126.3	199.05	116.3	73.4
219233_s_at	280.15	69.9	100.55	130.65	342.25	428.475	228.8	199.05	355.3	73.4
219234_x_at	280.15	69.9	100.55	130.65	342.25	428.475	86.5	199.05	110.3	82.65
219235_s_at	280.15	69.9	100.55	130.65	342.25	428.475	654.15	289.5	243.0	82.65
219236_at	280.15	69.9	815.75	268.15	102.3	428.475	654.15	228.5	281.5	82.65
219237_s_at	280.15	507.65	815.75	268.15	102.3	656.65	654.15	222.8	182.3	82.65
219238_at	280.15	507.65	815.75	268.15	102.3	656.65	654.15	262.3	277.8	134.25
219239_s_at	280.15	507.65	815.75	268.15	73.5	656.65	654.15	178.0	205.5	134.25
219240_s_at	280.15	507.65	815.75	268.15	73.5	656.65	654.15	133.3	669.0999999999999	134.25
219241_x_at	78.0	507.65	815.75	268.15	260.3	656.65	654.15	202.5	669.0999999999999	134.25
219242_at	78.0	507.65	886.3	89.15	172.3	656.65	654.15	189.3	669.0999999999999	134.25
219243_at	78.0	507.65	886.3	89.15	104.0	656.65	174.3	92.05	669.0999999999999	82.8
219244_s_at	78.0	507.65	886.3	89.15	78.0	656.65	452.0	92.05	669.0999999999999	82.8
219245_s_at	78.0	507.65	886.3	89.15	78.0	187.3	452.0	92.05	6952.549999999999	82.8
219246_s_at	78.0	136.3	886.3	89.15	104.4	174.5	452.0	92.05	141.4	82.8
219247_s_at	78.0	136.3	74.3	89.15	104.4	169.0	452.0	92.05	246.8	82.8
219248_at	86.1	136.3	74.3	89.15	104.4	171.0	452.0	200.0	248.5	82.8
219249_s_at	86.1	136.3	830.0	89.15	104.4	322.9	452.0	101.75	199.0	82.8
219250_s_at	86.1	136.3	830.0	115.3	104.4	90.0	452.0	101.75	122.0	82.8
219251_s_at	86.1	136.3	830.0	141.4	71.4	130.5	452.0	101.75	167.3	82.8
219252_s_at	86.1	136.3	830.0	141.4	71.4	97.3	96.5	101.75	88.0	82.8
219253_at	86.1	136.3	830.0	141.4	71.4	88.4	96.5	101.75	88.0	1125.8
219254_at	86.1	136.3	830.0	141.4	132.4	88.4	96.5	101.75	88.0	95.4
219255_x_at	275.55	136.3	784.05	141.4	669.0999999999999	88.4	96.5	282.5	88.0	95.4
219256_s_at	275.55	136.3	784.05	141.4	669.0999999999999	88.4	95.25	282.5	88.0	95.4
219257_s_at	275.55	136.3	784.05	141.4	669.0999999999999	88.4	95.25	282.5	88.0	95.4
219258_at	275.55	104.15	784.05	141.4	669.0999999999999	88.4	95.25	282.5	85.75	95.4
219259_at	275.55	104.15	784.05	141.4	669.0999999999999	88.4	95.25	282.5	85.75	95.4
219260_s_at	275.55	104.15	784.05	104.15	669.0999999999999	63.75	95.25	282.5	85.75	95.4
219261_at	228.15	104.15	396.5	104.15	639.3	63.75	95.25	282.5	85.75	806.4
219262_at	228.15	104.15	65.5	104.15	80.3	63.75	111.65	483.04999999999995	85.75	806.4
219263_at	228.15	82.8	83.8	104.15	105.3	63.75	111.65	483.04999999999995	88.0	806.4
219264_s_at	228.15	82.8	255.5	104.15	177.5	63.75	111.65	483.04999999999995	88.0	806.4
219265_at	228.15	82.8	255.5	104.15	341.0	63.75	111.65	483.04999999999995	88.0	806.4
219266_at	228.15	82.8	255.5	104.15	1542.0	63.75	111.65	483.04999999999995	88.0	806.4
219267_at	228.15	82.8	77.8	104.15	339.8	63.75	143.0	158.5	88.0	579.3
219268_at	228.15	166.4	74.3	104.15	339.8	63.75	189.5	177.5	88.0	579.3
219269_at	94.45	166.4	74.3	104.15	339.8	101.05	541.3	608.3	621.5	579.3
219270_at	94.45	166.4	74.3	218.4	339.8	101.05	176.5	179.3	108.15	579.3
219271_at	94.45	166.4	172.3	218.4	187.4	101.05	712.5	92.15	108.15	83.3
219272_at	94.45	166.4	285.3	218.4	187.4	101.05	712.5	1662.75	108.15	83.3
219273_at	94.45	166.4	144.8	218.4	187.4	101.05	712.5	82.4	108.15	246.8
219274_at	94.45	166.4	84.0	218.4	187.4	101.05	712.5	82.4	108.15	150.0
219275_at	94.45	166.4	665.15	85.9	153.3	101.05	712.5	82.4	278.25	248.5
219276_x_at	94.45	91.15	665.15	85.9	2329.9	101.05	85.9	82.4	278.25	269.8
219277_s_at	94.45	91.15	665.15	85.9	205.5	1035.4	85.9	82.4	278.25	257.0
219278_at	94.45	91.15	665.15	85.9	163.3	980.75	85.9	82.4	278.25	273.3
219279_at	94.45	91.15	665.15	98.25	359.8	980.75	85.9	88.9	278.25	264.3
219280_at	94.45	91.15	665.15	98.25	101.8	980.75	85.9	88.9	85.65	201.5
219281_at	94.45	258.05	73.0	98.25	344.3	980.75	85.9	88.9	85.65	379.0
219282_s_at	85.5	258.05	73.0	98.25	270.5	980.75	85.9	591.55	85.65	3409.9
219283_at	85.5	258.05	73.0	98.25	270.5	980.75	85.9	591.55	113.8	127.75
219284_at	85.5	258.05	73.0	98.25	270.5	980.75	106.5	591.55	113.8	127.75
219285_s_at	85.5	258.05	73.0	99.8	166.55	980.75	106.5	591.55	289.65	127.75
219286_s_at	85.5	258.05	73.0	99.8	166.55	980.75	106.5	591.55	289.65	127.75
219287_at	85.5	258.05	83.3	99.8	87.15	161.3	106.5	591.55	289.65	127.75
219288_at	85.5	115.5	83.3	99.8	87.15	161.3	111.0	591.55	289.65	127.75
219289_at	85.5	88.8	83.3	99.8	87.15	161.3	108.3	92.0	289.65	173.8
219290_x_at	85.5	217.8	108.05	99.8	87.15	161.3	327.5	325.0	289.65	85.65
219291_at	85.5	92.4	108.05	665.15	87.15	161.3	107.3	102.3	89.55	85.65
219292_at	87.0	92.4	108.05	665.15	87.15	161.3	124.0	109.0	89.55	85.65
219293_s_at	235.3	92.4	108.05	665.15	518.9	161.3	393.0	317.5	89.55	91.55
219294_at	86.3	92.4	108.05	665.15	518.9	161.3	104.8	1554.8	346.3	91.55
219295_s_at	68.5	92.4	108.05	665.15	518.9	161.3	170.4	92.05	137.15	91.55
219296_at	99.5	92.4	96.9	665.15	518.9	161.3	170.4	92.05	137.15	91.55
219297_at	124.0	92.4	96.9	665.15	1233.15	5672.9	170.4	92.05	137.15	91.55
219298_at	137.5	92.4	96.9	665.15	76.4	378.3	170.4	92.05	137.15	91.55
219299_at	178.65	92.4	96.9	665.15	76.4	378.3	170.4	79.65	137.15	91.55
219300_s_at	178.65	92.4	96.9	100.65	76.4	378.3	170.4	79.65	137.15	91.55
219301_s_at	178.65	1994.4	96.9	100.65	76.4	378.3	90.15	165.5	137.15	91.55
219302_s_at	178.65	99.65	96.9	980.75	76.4	378.3	90.15	165.5	132.8	83.5
219303_at	178.65	99.65	96.9	980.75	76.4	378.3	90.15	165.5	175.3	83.5
219304_s_at	405.8	99.65	601.15	980.75	342.5	378.3	90.15	165.5	134.3	83.5
219305_x_at	458.4	99.65	601.15	1190.75	206.8	3333.55	90.15	119.65	183.5	83.5
219306_at	458.4	99.65	601.15	365.0	159.5	3333.55	90.15	119.65	132.8	83.5
219307_at	458.4	99.65	601.15	365.0	182.0	3333.55	90.15	119.65	166.0	83.5
219308_s_at	458.4	1043.3	601.15	365.0	93.4	3333.55	90.15	184.0	216.8	83.5
219309_at	458.4	90.0	601.15	365.0	93.4	1366.05	90.15	144.3	151.5	239.5
219310_at	458.4	83.0	601.15	365.0	93.4	72.65	90.15	74.575	148.3	434.65
219311_at	458.4	94.8	585.15	103.4	253.3	72.65	183.65	74.575	143.0	434.65
219312_s_at	458.4	2778.8	585.15	103.4	253.3	72.65	183.65	74.575	139.3	434.65
219313_at	458.4	2778.8	585.15	103.4	253.3	72.65	183.65	74.575	121.3	95.55
219314_s_at	458.4	3438.75	585.15	103.4	314.5	72.65	183.65	74.575	248.15	95.55
219315_s_at	92.65	291.25	585.15	103.4	173.05	72.65	183.65	610.25	248.15	95.55
219316_s_at	92.65	291.25	585.15	103.4	173.05	114.4	183.65	610.25	248.15	95.55
219317_at	92.65	291.25	585.15	103.4	173.05	114.4	2192.8	610.25	164.5	95.55
219318_x_at	92.65	291.25	585.15	89.15	131.75	114.4	179.8	610.25	190.5	95.55
219319_at	92.65	291.25	585.15	89.15	131.75	78.15	193.3	610.25	85.65	150.15
219320_at	92.65	291.25	240.5	89.15	131.75	78.15	205.5	237.8	84.55	150.15
219321_at	92.65	290.4	1673.9	89.15	119.3	78.15	205.5	78.9	84.55	150.15
219322_s_at	92.65	290.4	203.4	89.15	98.65	78.15	205.5	78.9	84.55	150.15
219323_s_at	92.65	290.4	203.4	238.3	95.55	594.65	205.5	78.9	84.55	150.15
219324_at	92.65	290.4	203.4	190.5	95.55	594.65	205.5	78.9	208.3	150.15
219325_s_at	92.65	290.4	203.4	98.8	95.55	594.65	170.4	78.9	114.8	150.15
219326_s_at	92.65	290.4	213.3	201.0	95.55	594.65	170.4	78.9	253.3	632.7249999999999
219327_s_at	80.15	290.4	163.0	93.625	82.8	594.65	170.4	307.3	170.5	632.7249999999999
219328_at	80.15	290.4	337.0	93.625	82.8	594.65	170.4	307.3	369.3	632.7249999999999
219329_s_at	80.15	573.5	666.3	93.625	82.8	594.65	334.65	307.3	560.8	632.7249999999999
219330_at	80.15	80.5	114.0	93.625	270.45	151.25	334.65	643.15	122.3	632.7249999999999
219331_s_at	80.15	127.8	195.5	93.625	270.45	151.25	101.6	643.15	214.0	632.7249999999999
219332_at	113.0	88.8	139.3	93.625	270.45	151.25	88.9	643.15	208.65	632.7249999999999
219333_s_at	208.0	166.55	400.3	93.625	270.45	151.25	88.9	643.15	208.65	272.9
219334_s_at	66.0	166.55	70.3	93.625	270.45	151.25	222.45	643.15	208.65	272.9
219335_at	125.3	166.55	119.3	165.9	572.25	151.25	222.45	643.15	208.65	272.9
219336_s_at	158.5	166.55	217.3	165.9	572.25	75.3	222.45	271.5	208.65	272.9
219337_at	1764.5	106.0	1238.15	165.9	572.25	75.3	222.45	271.5	89.25	272.9
219338_s_at	1233.15	106.0	1238.15	165.9	572.25	75.3	222.45	271.5	89.25	272.9
219339_s_at	1233.15	106.0	268.0	165.9	90.3	75.3	222.45	271.5	89.25	272.9
219340_s_at	1233.15	106.0	268.0	165.9	252.55	75.3	222.45	271.5	89.25	95.55
219341_at	1233.15	101.8	268.0	165.9	252.55	75.3	222.45	1202.65	89.25	95.55
219342_at	1233.15	128.3	268.0	165.9	252.55	75.3	125.95	1202.65	88.65	95.55
219343_at	1233.15	97.0	268.0	89.275	95.15	75.3	125.95	1202.65	88.65	95.55
219344_at	1233.15	223.0	268.0	89.275	95.15	280.15	125.95	1202.65	88.65	95.55
219345_at	1233.15	97.4	91.75	89.275	108.05	280.15	125.95	1202.65	88.65	95.55
219346_at	1233.15	97.4	91.75	89.275	108.05	280.15	125.95	1202.65	140.3	95.55
219347_at	88.0	97.4	91.75	89.275	108.05	280.15	125.95	1202.65	124.0	141.4
219348_at	125.0	97.4	115.75	89.275	108.05	280.15	501.54999999999995	100.15	211.0	141.4
219349_s_at	119.3	97.4	115.75	89.275	108.05	280.15	501.54999999999995	100.15	767.25	141.4
219350_s_at	338.8	97.4	115.75	544.55	96.15	280.15	501.54999999999995	100.15	767.25	141.4
